Unnamed: 0,question_text,question_tokens,answer
568,what was the first book that charles dickens published,"['what', 'was', 'the', 'first', 'book', 'that', 'charles', 'dickens', 'published']", The Pickwick Papers
571,how many episodes is there in season 14 of greys anatomy,"['how', 'many', 'episodes', 'is', 'there', 'in', 'season', '14', 'of', 'greys', 'anatomy']", 24
573,who is the highest paid nba player in 2016,"['who', 'is', 'the', 'highest', 'paid', 'nba', 'player', 'in', '2016']", LeBron James
575,who has been on the throne the longest in england,"['who', 'has', 'been', 'on', 'the', 'throne', 'the', 'longest', 'in', 'england']", Queen Elizabeth II
576,where is earth within the milky way galaxy,"['where', 'is', 'earth', 'within', 'the', 'milky', 'way', 'galaxy']", Orion Arm
577,who plays shiv's ex boyfriend on succession,"['who', 'plays', 'shiv', ""'s"", 'ex', 'boyfriend', 'on', 'succession']", Ashley Zukerman
578,what is the population of yukon in 2017,"['what', 'is', 'the', 'population', 'of', 'yukon', 'in', '2017']"," 35,874 people"
579,when was a whiter shade of pale recorded,"['when', 'was', 'a', 'whiter', 'shade', 'of', 'pale', 'recorded']", 1967
589,when did the song all by myself come out,"['when', 'did', 'the', 'song', 'all', 'by', 'myself', 'come', 'out']", in 1975
593,what is the meaning of region in english,"['what', 'is', 'the', 'meaning', 'of', 'region', 'in', 'english']"," areas that are broadly divided by physical characteristics ( physical geography ) , human impact characteristics ( human geography ) , and the interaction of humanity and the environment ( environmental geography )"
597,when does arrow season 6 episode 21 air,"['when', 'does', 'arrow', 'season', '6', 'episode', '21', 'air']"," May 3 , 2018"
598,who starred in the original movie cape fear,"['who', 'starred', 'in', 'the', 'original', 'movie', 'cape', 'fear']", Robert Mitchum
599,who is the bloke in the go compare advert,"['who', 'is', 'the', 'bloke', 'in', 'the', 'go', 'compare', 'advert']", Wynne Evans
600,where does a jury of her peers take place,"['where', 'does', 'a', 'jury', 'of', 'her', 'peers', 'take', 'place']"," fictional Dickson County ( representing Dickinson County , Iowa )"
603,what language do they speak in the czech republic,"['what', 'language', 'do', 'they', 'speak', 'in', 'the', 'czech', 'republic']", Czech
604,who is el senor de los cielos based on,"['who', 'is', 'el', 'senor', 'de', 'los', 'cielos', 'based', 'on']", Amado Carrillo Fuentes
607,what year did the drummer lose his arm,"['what', 'year', 'did', 'the', 'drummer', 'lose', 'his', 'arm']", 1985
609,where is redding california located on a map,"['where', 'is', 'redding', 'california', 'located', 'on', 'a', 'map']"," along the Sacramento River , 162 miles ( 261 kilometers ) north of Sacramento , and 120 miles ( 190 km ) south of California 's northern border , shared with the state of Oregon"
613,when does celebs go dating series 3 start,"['when', 'does', 'celebs', 'go', 'dating', 'series', '3', 'start']", 4 September 2017
619,what is the newest jurassic park movie called,"['what', 'is', 'the', 'newest', 'jurassic', 'park', 'movie', 'called']", Jurassic World : Fallen Kingdom
622,who wrote the song one wing from sparkle,"['who', 'wrote', 'the', 'song', 'one', 'wing', 'from', 'sparkle']", R. Kelly
623,who sang wish you were here pink floyd,"['who', 'sang', 'wish', 'you', 'were', 'here', 'pink', 'floyd']", David Gilmour
627,who won the women's 400 meter dash in the olympics,"['who', 'won', 'the', 'women', ""'s"", '400', 'meter', 'dash', 'in', 'the', 'olympics']", Shaunae Miller
628,who has the most points in nba history career,"['who', 'has', 'the', 'most', 'points', 'in', 'nba', 'history', 'career']", LeBron James
629,who is paige on days of our lives,"['who', 'is', 'paige', 'on', 'days', 'of', 'our', 'lives']", True O'Brien
634,bible verse if your hand causes you sin cut off,"['bible', 'verse', 'if', 'your', 'hand', 'causes', 'you', 'sin', 'cut', 'off']", Matthew 5 : 30
638,when did the first slender game come out,"['when', 'did', 'the', 'first', 'slender', 'game', 'come', 'out']", 2012
640,when do the red sox play sweet caroline,"['when', 'do', 'the', 'red', 'sox', 'play', 'sweet', 'caroline']", in the middle of the eighth inning
644,who plays the black knight in monty python,"['who', 'plays', 'the', 'black', 'knight', 'in', 'monty', 'python']", John Cleese
645,secreted by cells in the walls of the hearts atria,"['secreted', 'by', 'cells', 'in', 'the', 'walls', 'of', 'the', 'hearts', 'atria']", Atrial natriuretic peptide ( ANP )
649,which nba player has scored the most points,"['which', 'nba', 'player', 'has', 'scored', 'the', 'most', 'points']", Kareem Abdul - Jabbar
651,who did the soviet union support in china civil war,"['who', 'did', 'the', 'soviet', 'union', 'support', 'in', 'china', 'civil', 'war']", the CCP
653,when was the last time a total eclipse happened,"['when', 'was', 'the', 'last', 'time', 'a', 'total', 'eclipse', 'happened']"," August 21 , 2017"
656,who played the scare crow in wizard of oz,"['who', 'played', 'the', 'scare', 'crow', 'in', 'wizard', 'of', 'oz']", Raymond Wallace Bolger
667,where is the femur located on the human body,"['where', 'is', 'the', 'femur', 'located', 'on', 'the', 'human', 'body']", proximal ( closest to the hip joint ) bone of the leg
668,who said truth justice and the american way,"['who', 'said', 'truth', 'justice', 'and', 'the', 'american', 'way']", the comic - book character Superman
669,who won the first stage of the 2018 tour de france,"['who', 'won', 'the', 'first', 'stage', 'of', 'the', '2018', 'tour', 'de', 'france']", Fernando Gaviria of Quick - Step Floors
672,where is kuala lumpur located on a map,"['where', 'is', 'kuala', 'lumpur', 'located', 'on', 'a', 'map']", 3 ° 8 ′ N 101 ° 41 ′ E ﻿ / ﻿ 3.133 ° N 101.683 ° E
673,when did falcon first appear in the mcu,"['when', 'did', 'falcon', 'first', 'appear', 'in', 'the', 'mcu']", in the 2014 film Captain America : The Winter Soldier
675,when did the battle of bannockburn take place,"['when', 'did', 'the', 'battle', 'of', 'bannockburn', 'take', 'place']", 24 June 1314
677,who does danny end up with in just go with it,"['who', 'does', 'danny', 'end', 'up', 'with', 'in', 'just', 'go', 'with', 'it']", Katherine
678,who played tj on head of the class,"['who', 'played', 'tj', 'on', 'head', 'of', 'the', 'class']", Rain Pryor
684,what is free trade area of the americas,"['what', 'is', 'free', 'trade', 'area', 'of', 'the', 'americas']", agreement to eliminate or reduce the trade barriers
685,who was the first to suggest an atom existed,"['who', 'was', 'the', 'first', 'to', 'suggest', 'an', 'atom', 'existed']", the ancient Greek philosophers Leucippus and his pupil Democritus
686,what percentage of the us population is east of the mississippi,"['what', 'percentage', 'of', 'the', 'us', 'population', 'is', 'east', 'of', 'the', 'mississippi']", 58.28 %
687,who is gertrude bell queen of the desert,"['who', 'is', 'gertrude', 'bell', 'queen', 'of', 'the', 'desert']"," an English writer , traveller , political officer , administrator , and archaeologist"
688,what is the name given to the rows in the periodic table,"['what', 'is', 'the', 'name', 'given', 'to', 'the', 'rows', 'in', 'the', 'periodic', 'table']", periods
689,who is the current director of the national park service,"['who', 'is', 'the', 'current', 'director', 'of', 'the', 'national', 'park', 'service']"," Mike Reynolds , Acting Director"
691,who was the first person who discovered gravitational pull,"['who', 'was', 'the', 'first', 'person', 'who', 'discovered', 'gravitational', 'pull']", Aryabhata
695,can't help falling in love who wrote it,"['ca', 'n', ""'t"", 'help', 'falling', 'in', 'love', 'who', 'wrote', 'it']", Hugo Peretti
697,where is finland located on a map of europe,"['where', 'is', 'finland', 'located', 'on', 'a', 'map', 'of', 'europe']", Northern Europe
700,who wrote the i had a dream speech,"['who', 'wrote', 'the', 'i', 'had', 'a', 'dream', 'speech']", Martin Luther King Jr.
701,who is the highest paid player in all of sports,"['who', 'is', 'the', 'highest', 'paid', 'player', 'in', 'all', 'of', 'sports']", Cristiano Ronaldo
706,who won the battle of charleston in the revolutionary war,"['who', 'won', 'the', 'battle', 'of', 'charleston', 'in', 'the', 'revolutionary', 'war']", the British
710,which of the following are components of the pns,"['which', 'of', 'the', 'following', 'are', 'components', 'of', 'the', 'pns']", nerves and ganglia outside the brain and spinal cord
711,who wrote the song come thou fount of every blessing,"['who', 'wrote', 'the', 'song', 'come', 'thou', 'fount', 'of', 'every', 'blessing']", 18th century pastor and hymnist Robert Robinson
716,a series of unfortunate events season 1 episode 2,"['a', 'series', 'of', 'unfortunate', 'events', 'season', '1', 'episode', '2']", The Bad Beginning : Part Two
719,who is the present speaker in lok sabha,"['who', 'is', 'the', 'present', 'speaker', 'in', 'lok', 'sabha']", Sumitra Mahajan of the Bharatiya Janata Party
720,who is said be the father of volleyball,"['who', 'is', 'said', 'be', 'the', 'father', 'of', 'volleyball']", William George Morgan
722,who has the most medals in this year's winter olympics,"['who', 'has', 'the', 'most', 'medals', 'in', 'this', 'year', ""'s"", 'winter', 'olympics']", Norway
723,when was the internet introduced in the philippines,"['when', 'was', 'the', 'internet', 'introduced', 'in', 'the', 'philippines']"," on March 29 , 1994"
729,who is the heroine of quit india movement,"['who', 'is', 'the', 'heroine', 'of', 'quit', 'india', 'movement']", Aruna Asaf Ali
731,when can a med student be called doctor,"['when', 'can', 'a', 'med', 'student', 'be', 'called', 'doctor']", Upon successful completion of medical school
736,who played piggy in lord of the flies,"['who', 'played', 'piggy', 'in', 'lord', 'of', 'the', 'flies']", Hugh Edwards
741,when did disney's 101 dalmations come out,"['when', 'did', 'disney', ""'s"", '101', 'dalmations', 'come', 'out']"," January 25 , 1961"
742,when did they stop putting cigarettes in rations,"['when', 'did', 'they', 'stop', 'putting', 'cigarettes', 'in', 'rations']", 1975
743,when did reese's peanut butter cups first come out,"['when', 'did', 'reese', ""'s"", 'peanut', 'butter', 'cups', 'first', 'come', 'out']", 1928
749,who does christopher walken play in the jungle book,"['who', 'does', 'christopher', 'walken', 'play', 'in', 'the', 'jungle', 'book']", King Louie
751,what is the name of the island of haiti and dominican republic,"['what', 'is', 'the', 'name', 'of', 'the', 'island', 'of', 'haiti', 'and', 'dominican', 'republic']", Hispaniola
754,where have the mescalero apache settled in new mexico,"['where', 'have', 'the', 'mescalero', 'apache', 'settled', 'in', 'new', 'mexico']", Mescalero Apache Reservation
756,where is the new texas rangers stadium being built,"['where', 'is', 'the', 'new', 'texas', 'rangers', 'stadium', 'being', 'built']", Arlington
761,where was mash 4077 supposed to be in korea,"['where', 'was', 'mash', '4077', 'supposed', 'to', 'be', 'in', 'korea']"," Uijeongbu , South Korea"
763,theme of the movie akeelah and the bee,"['theme', 'of', 'the', 'movie', 'akeelah', 'and', 'the', 'bee']", overcoming obstacles despite difficult challenges along the way
764,who has the most nba championships in nba history,"['who', 'has', 'the', 'most', 'nba', 'championships', 'in', 'nba', 'history']", Bill Russell
765,when will ios 10 be released for ipad mini,"['when', 'will', 'ios', '10', 'be', 'released', 'for', 'ipad', 'mini']"," September 13 , 2016"
770,when did north america arrive at the location it is in today,"['when', 'did', 'north', 'america', 'arrive', 'at', 'the', 'location', 'it', 'is', 'in', 'today']", mid-Cretaceous period
772,who said off with their heads in alice in wonderland,"['who', 'said', 'off', 'with', 'their', 'heads', 'in', 'alice', 'in', 'wonderland']", The Queen of Hearts
774,who devised the first test for detection of arsenic in 1775,"['who', 'devised', 'the', 'first', 'test', 'for', 'detection', 'of', 'arsenic', 'in', '1775']", Carl Wilhelm Scheele
777,who plays the bad guy in looney tunes back in action,"['who', 'plays', 'the', 'bad', 'guy', 'in', 'looney', 'tunes', 'back', 'in', 'action']", Steve Martin
779,when did dr seuss wrote his first book,"['when', 'did', 'dr', 'seuss', 'wrote', 'his', 'first', 'book']", 1936
783,what is the average age to die in the uk,"['what', 'is', 'the', 'average', 'age', 'to', 'die', 'in', 'the', 'uk']", 81.2
784,when do we use the process of centrifugation,"['when', 'do', 'we', 'use', 'the', 'process', 'of', 'centrifugation']"," to separate two miscible substances , but also to analyze the hydrodynamic properties of macromolecules"
790,who sings the theme song for miami vice,"['who', 'sings', 'the', 'theme', 'song', 'for', 'miami', 'vice']", Jan Hammer
791,where is red dog mine located in alaska,"['where', 'is', 'red', 'dog', 'mine', 'located', 'in', 'alaska']", 68 ° 04 ′ 19 '' N 162 ° 52 ′ 34 '' W ﻿ / ﻿ 68.071989 ° N 162.876044 ° W
795,where does the name iron maiden come from,"['where', 'does', 'the', 'name', 'iron', 'maiden', 'come', 'from']", iron maiden torture device
796,where is orange county choppers located in new york,"['where', 'is', 'orange', 'county', 'choppers', 'located', 'in', 'new', 'york']"," the town of Newburgh , located in Orange County , New York"
797,when did my girl by the temptations come out,"['when', 'did', 'my', 'girl', 'by', 'the', 'temptations', 'come', 'out']"," December 21 , 1964"
799,when did the first winter olympic games take place,"['when', 'did', 'the', 'first', 'winter', 'olympic', 'games', 'take', 'place']", 1924
